userName;score;at;content;;
Dani Lukman;3;16/08/2023 22:59;Dulu sebelum di update jaringannya lancar sekarang Setelah update kok lebit lemot ya. Kemarin saya mau pesan tiket sampai memakan waktu 20 menit di ind***** buat menunggu kode keluar. Sampai saya 4 kali percobaan baru bisa. Mohon kepada Developer KAI untuk memperbaiki jaringannya. Terimakasih;;
Hambali Bali;4;16/08/2023 22:54;Dimana cara pesan reduksi lewat update yg baru ini;;
Ricky Martin;1;16/08/2023 22:52;Wkwkwkwk afaan sekelas perusahaan bumn ga mamfu bikin aplikasi bener bukannya mempermudah tapi malah mempersulit. Cuihhhhh;;
Satria Mahardika;1;16/08/2023 22:46;Woi admin balikin ke aplikasi lama lah.. lemot banget aplikasi update baru.. Setelah update malah makin tdk user friendly, filter hanya ada 1 pilihan (dulu bisa by waktu, harga, dan kelas), pilih kursi juga hrs scroll atas bawah (dulu 1 layar tampak semua), hadeuh bukannya makin maju;;
faza nur aulia;1;16/08/2023 22:45;Nyesel upgrade ke versi baru,berkali2 coba masuk tetep aja g bisa login;;
Iwan Samrani;1;16/08/2023 22:41;"Setiap ada update bukannya lebih baik malah banyak masalah, padahal yang kemarin sudah bagus dan friendly user.. Dan yang ini lebih parah.. mau bayar ga bisa bisa.. ""waktu anda telah habis...""..padahal baru mencet metode pembayaran.. Tolong menu RESCHEDULE dan REFUND agar DIMUNCULKAN KEMBALI krn buat yg sering berubah keberangkatan sangat2 membantu.. sudah banyak ulasan dan kasih bintang 1, smg tim KAI bisa segera memperbaiki..";;
Andi Hariyanto;1;16/08/2023 21:56;Kenapa ya aplikasi nya lemot bangt loading nya lama pula gak kaya aplikasi yang sebelum nya di rubah ketambah suka tiba2 keluar sendiri dan harus login bekali kali;;
Ota Okky;1;16/08/2023 21:38;Diperbarui bukanya malah lebih baik malah menyusahkan. Mau upgrade ke basic pake akun yang lama muncul tulisan email dan no hp sudah out. Bintang 1;;
aprilart;1;16/08/2023 21:25;Update terburuk buat apk...;;
Afif Fajar;1;16/08/2023 21:22;Maaf ini aplikasi Sekarang tidak bisa pakai fitur connecting train dari Banyuwangi ke Cikarang, padahal sebelumnya bisa.. kenapa malah down grade ya?;;
desy fitrian;1;16/08/2023 21:05;setiap ngecek tiket selalu tidak ada jadwal.;;
ahmad faisal saputro;1;16/08/2023 21:02;Tampilan bagus, tp makin lama loadingnya. Mending versi yang lama. Simpel tp cepet;;
Dede Heryadi;1;16/08/2023 21:01;Promonya aja rame gililran aplikasi di buka ngeleggg, naruh uang di saldo KAI juga gak berguna. Mending go show di loket.;;
Fatkhur Rohman;3;16/08/2023 20:57;Versi baru lebih lemot ... loadingnya lama akses masuk aplikasinya, bgt jg berpindah menu dll ... mohon segera diupgrade;;
Lailatul Fitria;1;16/08/2023 20:51;Saat verifikasi kaipay loh kenapa tiba² kode otp nya muncul dari kaspro.id. apa kerja sama ? Lebih suka aplikasi yang lama. Yang baru ini lemot;;
ana nemo;2;16/08/2023 20:35;Loading lamaaaaa...banget. pas pencarian kursi. Pas udah masuk,, udah dipilih sendiri dari apk nya, kn saya blm milih kursi padahal. Kadang lancar. Kadang ya gitu.. Yg versi lama lancar padahal.;;
Iqbal Muharam;1;16/08/2023 20:31;ini ga di testing dulu apa gimana sih pas mau deploy ke prod, masa setelah di update ke UI baru aplikasi malah ngelag gak bisa digunakan sama sekali, lemot parah;;
yudi mauliawan;1;16/08/2023 20:25;Aplikasi jadi semakin susah dimengerti... Untuk cek jadwal krl aja ga detail seperti sebelumnya...lemot...malah jadi jelek;;
Ivena Radella;2;16/08/2023 20:23;Loadingnya lama. Tiba-tiba keluar sendiri dari aplikasi. Lebih enak versi lama.;;
ariyandi;1;16/08/2023 19:23;saran untuk para pengurus di KAI ..ini zaman sudah modern segala hal digital sudah serba cepat . ini masa saya batal kan tiket, pengembalian dana nya nunggu 30-45 hari.???? sekalian aja setahun baru tf dana nya .;;
firman Prasetio;5;16/08/2023 19:13;Abis di update malah makin lemot banget;;
Alfian Hajar;1;16/08/2023 18:53;Setelah update semakin lemot ya, ada solusi kah?;;
Irwan Akhwan;1;16/08/2023 18:32;Ini setelah di upgrate mlh gak bisa login mulu.,masih sma sudah dicoba beberpa kali login,,kai acces tidak menanggapi;;
irwan uyur;1;16/08/2023 17:57;Upate baru ...sudah masuk sesi pembayaran atau bru msuk di sesi pilihan kursi...halaman sudah kadaluarsa;;
Tirta Wisdyatama;1;16/08/2023 17:42;Updetan versi terbaru bukanya makin bagus malah jadi buruk! Lemot banget, bukan mempermudah malah mempersulit! Serasa downgrade ke versi lama;;
Hanin Setyo budi;1;16/08/2023 17:32;Idready, trs waktu dftar akun basic, ruwet, dr kmrn ga bisa2 sampek ganti nmr tetep g bisa, jadi g bsa pesen tiket deh;;
Susilo Purwo;1;16/08/2023 17:27;Daftar tiket saya tidak bisa diakses;;
Fendy Rifqi Aryanto;1;16/08/2023 17:03;Setelah update malah lemot, susah melakukan pemesanan, tolong diperbaiki;;
Ahmad Siroj;1;16/08/2023 17:03;Setelah di update malah makin susah Untuk metode pembayaran hanya ovo, pembayaran lewat link aja, dana malah di hilangkan;;
Esa Ashiva Poetri;1;16/08/2023 17:02;Aplikasi Di update malah step by step lemooottttt bangetttttttt yaAllah gimana kalau yg buru²🥺 waktu pembayaran juga abis sama lemotnyaaaaaaaaa!!!!;;
Rendra Pranadiva;3;16/08/2023 16:42;Setelah upgrade terbaru, sangat disayangkan program ny berubah dan menjadi kurang memuaskan. Mohon kpd pihak pemilik kayak ny lebih mudah aplikasi yg sblum nya.;;
sub x;5;16/08/2023 16:38;Lebih mudah untuk pemesanan tiket;;
LINA ANGGRAENI;1;16/08/2023 16:31;Ada update aplikasi otomatis malah nggak bisa di buka, bukannya tambah bagus malah tambah buruk;;
Muhammad Dwi Subekti Kurniawan;1;16/08/2023 16:23;Promo elit server sulit, dari dulu kok tetep aja. Diketawain sama ojol noh server anda.;;
Esky Hasan;5;16/08/2023 16:11;Mantp;;
Fatimah Fakude;5;16/08/2023 16:09;Baru sadar ada pembaruan dari KAI Access ke Access by KAI. Kirain ngga sengaja uninstall taunya ganti nama. Fiturnya makin banyak, iconnya makin banyak. Udah enak tampilan sebelumnya sih. Udah bener buat layanan pesen tiket doang sih, sekarang jual pulsa, data, bayar listrik. App nya makin berat, buat pesen tiket makin susah, daftar stasiunnya nggak muncul.;;
Ipan Juniarto;1;16/08/2023 16:08;Pas mau buka susah masuknya. Loding lama banget Masih relatif efisien yg lama.;;
titis aninda;1;16/08/2023 15:58;Kenapa di upgrade malahbikin lama bukanyav;;
Aris Bayu;1;16/08/2023 15:58;Menjadi Tidak Simple .;;
Gin Tya;1;16/08/2023 15:55;Aplikasinya membingungkan setelah di upgrade,mau cari kereta aja ga bisa n aplikasinya lemotttttt☹️;;
Lalin Queen;1;16/08/2023 15:50;Setelah di update malah makin buruk, mau log in buffering terus sampe berapa puluh menit padahal kondisi jaringan bagus👎 sumpah aplikasi nya enakan yg dulu sebelum update;;
Azka abdurr;1;16/08/2023 15:46;APK BERAT BANGET. BENERIN LAH MAU PERGI PERGI NAIK KERETA JADI SUSAH. UPDATE MALAH BIKIN APK RUSAK;;
Hendra Maulana;1;16/08/2023 15:42;Aplikasi nya kok jadi jelek banget sihh;;
Hasanudin;5;16/08/2023 15:39;Bagus versi baru.... jadi lebih mudah dan lengkap... Terus tingkatkan efisiensi dan kurang bug...;;
A.R Railfans;1;16/08/2023 15:32;Update aplikasi baru jadi kacau balau sumpah najis dah;;
L GAMING;1;16/08/2023 15:28;perbaikin apknya buruk sekali masa mau pesan ka lokal tidak bisa terus;;
ruth s;1;16/08/2023 15:26;lama2 makin lemot, tiba2 time out padahal tinggal bayar doang!!!!;;
Fais Alfani;1;16/08/2023 15:23;Aplikasi kalo belum matang mending jangan di publis dulu;;
Vajra Gurenda;1;16/08/2023 15:21;inii gimana yaa, disuruh daftar member basic tp malah gabisa katanya email dan nomor sudah terdaftar, padahal sebelumnya belum pernah daftar member basic;;
Ahmad baehaqi;1;16/08/2023 15:15;0 nambah parah aplikasinya 🥲;;
Mohamad Fahmi Badruddin;1;16/08/2023 15:12;Semakin lemot. Sampah;;
DS 4539;1;16/08/2023 15:10;Aplikasi di update tapi malah bikin masalah dak bisa login 'sign failed'. Coba lupa password masih tetap. Sudah telpon kai 121 dikasih password standar tetap saja. Benar2 menghambat, bukan malah perbaikan. Sebelum diganti harusnya uji coba dulu. Padahal harus segera booking tiket. Dan sudah banyak penilaian 1 bintang tetap saja aplikasi belum diperbaharui sampai sekarang.;;
Giovanni Kasupela P;2;16/08/2023 14:57;Setelah di update menjadi down;;
Rafa Maulana;5;16/08/2023 14:57;Bagus;;
ibrahimovic maulana;1;16/08/2023 14:51;Gak tau apa yang melatarbelakangi pergantian dari KAI access ke access by KAI. Tapi sumpah kecewa banget. kualitas nya bukannya upgrade, ini malah downgrade. Pesen tiket jadi lebih lelet dari sebelumnya, bahkan untuk menambah kan daftar penumpang juga loading banget. Jadi tolong bukan tampilannya aja yang di ubah, tapi access kemudahannya harus terus ditingkatkan. Ini sih harus secepatnya diperbaiki, kata maaf aja gak akan pernah cukup;;
Muden Tsukoyomi.;1;16/08/2023 14:44;"Mentenaince kah? Semenjak update jadi gabisa masuk apk lemottt ngebug , udh tau urgent mau cepet"" pesen tiket, lain kali bagusin dulu apk nyaaa baru suruh penumpang beuli online babi";;
Ari Fitriyani;2;16/08/2023 14:42;Jujur lebih baik versi sebelumnya, lebih simpel dan mempermudah, tinggal pilih tanggal langsung bisa lihat ketersediaan tiket. Versi terbaru malah jadi ribet, harus klik satu per satu keretanya baru bisa lihat ketersediaan tiket.;;
Yitchak endin Avinu;1;16/08/2023 14:42;Semenjak update terbaru malah makin parah dan lemot, update bukannya makin bagus malah makin buruk. Tolong dong diperbaiki masa saya mau pesen Tiket 3 jam ngk kelar kelar failed terus, masih bagusan KAI acces daripada ini. Mohon agar segera diperbaiki, jadinya menghambat orang untuk bepergian dengan kereta kalau seperti ini;;
Rifki -;1;16/08/2023 14:41;Aneh d update bukanya tambah cepet tp tambah lemot, sy kira jaringan ternyata mmg lemot aplikasinya....ni gr2 d korup sm org bumn, cari proyek buat komisaris;;
Chonklee;1;16/08/2023 14:39;Di update, bukannya semakin bagus, semakin lemmot... 😩😩😩;;
frimus fachrur;1;16/08/2023 14:33;Terlalu diulang ulang;;
Agus Huriawan (D.Gembel);5;16/08/2023 14:26;Mudah dan gag ribet gag perlu antri dan nunggu loket bukak, cuma sayang H-7 sudah gag dapat kursi.;;
Mochamad Sofyan;1;16/08/2023 14:21;Aplikasi terupdate otomatis.. Tampilannya skrg tambah ribet dan bikin bingung.. Lebih simpel tampilan yg lama.. Seharusnya klo memang ada update lebih mempermudah..ini malah sebaliknya..;;
Andrian Naufal;2;16/08/2023 14:17;Tidak jadwal waktu sholat seperti versi terdahulu;;
Imam Hamdani;5;16/08/2023 14:13;Top markotop;;
Rifatus.S;1;16/08/2023 14:08;Versi terbaru, tapi makin buruk. Login via email dan no hp tetap aja muter sampe berkecambah;;
Legi chron;1;16/08/2023 14:02;Harga tiket yang habis masih ditampilkan, koneksi lancar namun gagal terus;;
Afif Shahdianto;2;16/08/2023 13:57;Ribet bagus aplikasi yang dulu;;
Aby Wawan;2;16/08/2023 13:55;Lemottttt,freeze, udah di update koq malah parahhh;;
Rhedy Pratama;1;16/08/2023 13:55;Semakin lama buka aplikasinya dan setiap langkah itu prosesnya lama banget, berbeda dengan yg sebelumnya lebih cepat. Malah sering kembali lagi kehalaman utama, semoga segera diperbaiki.terimakasih;;
Adi Rustandi;1;16/08/2023 13:54;Biasanya update itu untuk mempermudah,ini malah kebalikan nya,mempersulit,lemot ga ktulungan,harus log in dri awal,data smua hilang;;
Achmad Maulana;5;16/08/2023 13:50;Saya suka kereta;;
Deni Budiman;1;16/08/2023 13:40;Dah update ga bisa di buka,, nge leg;;
User_ A160;1;16/08/2023 13:38;Parah nih layanan aplikasi ini. Lama banget loading buat dapet kode otp, apalagi saat login masuk. Masa aplikasi setingkat pelayanan masyarakat gini amat. Kaga profesional operator nih aplikasi. Pake di blokir segala lagi buat dapetin otp karna muncul2.... 👎👎;;
firi arifin;1;16/08/2023 13:37;Upgrade malah lemot, interface enak yg lama. Mo beli tiket malah jadi susah, mohon di perbaiki. Pengguna setia KAI tiap weekend;;
Ach Yasak;1;16/08/2023 13:36;Dah lah bikin pusing, udah bener2 apk lama ngapain jadi update kek t*i;;
muhamad ridwan;1;16/08/2023 13:35;Jadi sulit dalam login dan ga prnah muncul tampilan pemesanan tiket;;
Asri Mulyanti;1;16/08/2023 13:34;Lemott ga bisa masuk udah masuk malaj ke luar harus login tapi pas login lemot parah ga bisa masuk susah;;
arul hgkl;1;16/08/2023 13:31;Lemot sekali kapan normal lagi;;
henri hungkul;1;16/08/2023 13:28;Ini kenapa sih aplikasi BUMN sering gangguan terus!!,masa disuruh log in lagi padahal sudah punya akun. Aneh kalah sama aplikasi swasta yang lebih bagus dan jarang gangguan....👎👎👎;;
ANDI YANTO;1;16/08/2023 13:19;diupgrade malah sering blank hitam.;;
Irfan Khamdani;1;16/08/2023 13:19;Diupgrade malah aneh, di cek masih sisa kursi tersedia 3 di beli ga bisa;;
Vito Coky;1;16/08/2023 13:16;Kenapa sekarang ada menit nya sih mau pesen tiket jadi gak tenang;;
Aa Azka;2;16/08/2023 13:10;Ko malah lemot versi baru,parah ah;;
wisnu mrti_;5;16/08/2023 13:05;Tampilan yg semakin memudahkan;;
Ahmad Septiyawan;1;16/08/2023 13:05;Lemot banget bikin emosi;;
Yunda Meisya Z;1;16/08/2023 13:01;MASALAH MULU;;
Lady Anastasya;1;16/08/2023 12:55;Aplikasi yg semakin mempersulit penggunanya,mana lemot bgt;;
Milda maulana_05;2;16/08/2023 12:50;Lemot banget tiap mau pesan tiket per step nya lama. Padahal jaringan sama handphone OK;;
Galih Permana;1;16/08/2023 12:49;Ga jelas Anjir. Log in gagal terus.. di update malah makin ribet;;
Hana Putra;1;16/08/2023 12:42;Banyak fitur dan pilihannya tapi gabusa sama saja kalo tidak bisa terakses, lebih running sama versi yang lama nya, Merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi gabisa, sudah coba telpon dan tanya ke 021121 service center juga ga ada solusi, sudah saya coba manual unistall kemudian download install lagi.. sama saja gabisa.. harus jadi perhatian dong ini;;
Dina Indria;1;16/08/2023 12:40;Apa gunanya update jadi tambah susah mengacess mau liat jadwal harus login ulang very bad👎;;
Tofan Suriadi;5;16/08/2023 12:39;Sudah bisa dipakai lagi...;;
ninu nana;1;16/08/2023 12:37;Tampilan UI jelek, padahal lebih simpel dan elegan yg dulu 😌😌;;
kereta mania;1;16/08/2023 12:35;enakan aplikasi yg lama;;
Pandu Darmawan;3;16/08/2023 12:35;Gabisa dibuka inii yg update;;
034_ Muhammad Hamzah;2;16/08/2023 12:33;lag banget, padahal internet bagus, tapi apk susah masuk, apalagi semenjak update;;
Imam Muttaqin (Tukang Ketik);1;16/08/2023 12:33;Secara UI sudah oke namun secara ux yang kurang, terutama saat mencari danmembeli tiket, harusnya tiket yang sudah sebagian sold rangenya di tulis mulai dari yang available bukan dari range harga awal. Trus ditawarkan memilih makanan saat memesan tiket adalah hal yang konyol, pilihan membeli tiket dari h-45 hari namun sudah di tanyain ingin membeli makanan apa itu hal aneh. Kecewa sih sama ux yang sekarang, better yg kemarin;;
Oksa Prasetyawan;1;16/08/2023 12:32;Ada bangku tapi pas dipilih seat no available.... payah.....makin diupdate makin payah. Tampilan gak user friendly, makin berat, dan problem lama belum solve juga;;
Awaludin Putra;1;16/08/2023 12:29;Bagaimana caranya agar bisa kembali ke yang lama ya? Saya upgrade kok reduksi saya malah tidak bisa.;;
Jaelani Jay;1;16/08/2023 12:28;Kembalikan KAI access yg dulu. Yg ini jelek banget. Liat tiket kek misteri. Harga gk langsung muncul harus klik lagi. Gk user friendly ini. Update tu makin baik ini kemunduran.;;
Daffa Danendra;1;16/08/2023 12:27;Ini aplikasi nya banyak pengguna jadi suka lemot, dan tapi KAI belum mengatasi masalah itu;;
Wilka Asyidiqi;1;16/08/2023 12:25;Selaraskan antara kebijakan dan keandalan aplikasinya. Jangan buat peraturan untuk calon penumpang kereta lokal harus pesan tiket lewat aplikasi tapi aplikasinya tak bisa di andalkan. Kecepatan pelayanan melalui aplikasi juga menjadi daya tarik calon penumpang. Jangan sampai membuat penumpang menjadi kurang nyaman dengan performa aplikasi yang buruk.;;
Pejuang Won;1;16/08/2023 12:22;Setelah di-update jadi lemot buka aplikasinya. Payah, buka app loadingnya lama. 👇👎👎👎👎;;
waryanti lollipop;1;16/08/2023 12:17;Diperbarui mala jadi lemot banget,tiap mbuka apk harus login lagi login lagi,mohon ditingkatkan lagi pelayananya;;
Puspita Fitriani;1;16/08/2023 12:16;Aneh banget ini aplikasi, di update malah makin buruk. Gabisa dipake sama sekali. Gabisa masuk sama sekali terus aja muter. Bukannya makin bagus! Lemoooott! Tiap masuk langsung nge logout. Minta verifikasi trs. Udah masukin nomor verifikasi tetep aja muter malah minta verifikasi lagi. Terus aja gitu. Bukannya mempermudah malah bikin emosi.;;
Zulfa Rizqi;3;16/08/2023 12:11;Setelah diperbaharui semakin lemot..susah buat buka apkny padahal sinyal bagus..mau ngecek tiket jadi susah..semoga bisa diperbaiki lagi sehingga dpt memudahkan penumpang dalam menggunakan apk kai;;
Hilmy ula Hanif;1;16/08/2023 12:09;Makin ga jelas aplikasinya, bikin promo ga jelas juga gan;;
Melinda Putri H;2;16/08/2023 12:07;Setelah diupdate jd ngebug. Lama;;
Eko Pramono;1;16/08/2023 12:04;Aplikasi terbaru bukanya malah memudahkan,malah menyusahkan... Lebih bagus sebelum diupdate mudah dimengerti.;;
Imam Jatmiko;1;16/08/2023 12:04;TAMBAH LEMOT;;
Dimas Yudha;2;16/08/2023 11:58;Udah minta update, Malah lemot sama login susah;;
Rohimat Herdiansyah;1;16/08/2023 11:57;Parah setelah di update malah tidak bisa di buka aplikasinya, bukannya mempermudah malah jadi mempersulit;;
Muhadi Hadi;2;16/08/2023 11:55;Tiba tiba aupdate terus login kembali ke email yang dulu gak bisa masuk lagi apa gak bisa daftar lagi pakek email baru;;
Aditya Sutoro;1;16/08/2023 11:48;lemot paraaaaaaah aplikasinya!;;
Ardian W;1;16/08/2023 11:44;Makin ribet, malah downgrade.. mau cari kereta harus klik dulu keretanya untuk tau ketersediaan kursi. Msh enak aplikasi yg dulu. Lgsg terlihat ketersediaan kursinya;;
ApietHafizh;1;16/08/2023 11:41;Lemoottt banget stuck gk bisa ngapa2in padahal jaringan full. Setiap ada flash sale selalu eror :(;;
Salman Alfarizi;2;16/08/2023 11:41;Kenapa si ini setelah Update kok malah makin lemot, saat masuk ke apk nya jga lemot, yg mau bli tiket atau mau bepergian naik Kereta jdi terhambat apalagi yg mau pergi kerja. Tolong di perbaiki lgi 🙏;;
Hendra Nur Kholif;3;16/08/2023 11:39;payah mau pesen tiket aja lama bgt, eror mulu;;
Qanita Syahputri;1;16/08/2023 11:34;Saat ini apk nya malah jadi kurang membantu Detail kendala. Loadingnya lama sekali, saat mau cek jadwal commuter line susah sekali mencari nama stasiun . Memakan banyak waktu loading namun hasil pencarian malah tidak keluar.;;
Ahmad Ramdani;1;16/08/2023 11:34;LEMOTT GAMASUK MASUK SAAT LAGI BUTUH BUTUHNYA;;
Erik Topian;5;16/08/2023 11:33;Penggunaan jadi lebih mudah dan ringan;;
Kinanti Kartikaningtyas;2;16/08/2023 11:31;Setelah di update, mau buka apk nya jadi lama bgt;;
Ari Andrian;1;16/08/2023 11:29;Bagaimana mau pesen tiket, aplikasinya sangat lelet 🤦;;
Nunki Fathurrozi;1;16/08/2023 11:27;Tidak memberikan kemudahan customer update an yg baru ini. Maaf bintang 1. Lebih suka aplikasi sebelumnya karena lbh banyak dan mudah dimengerti oleh customer/pengguna;;
New Comer;1;16/08/2023 11:25;Hampir telat kereta karena otomatis update, update terakhir justru makin buruk, sangat lemot;;
Jeri Pratama;1;16/08/2023 11:19;Abis di update lemoooottttttttt;;
